email,name,return_path,metadata,substitution_data,tags
fakespark+2930@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""reading""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""reading""}","[""Flash Sale""]"
fakespark+762@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""London"", ""country"": ""England"", ""interests"": ""music""}","{""gender"": ""female"", ""city"": ""London"", ""country"": ""England"", ""interests"": ""music""}","[""Daily""]"
fakespark+4387@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""movies""}","{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""movies""}","[""Daily""]"
fakespark+971@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""photography""}","{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""photography""}","[""Weekly""]"
fakespark+1734@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""London"", ""country"": ""England"", ""interests"": ""photography""}","{""gender"": ""male"", ""city"": ""London"", ""country"": ""England"", ""interests"": ""photography""}","[""Digest""]"
fakespark+597@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Seattle"", ""country"": ""US"", ""interests"": ""movies""}","{""gender"": ""female"", ""city"": ""Seattle"", ""country"": ""US"", ""interests"": ""movies""}","[""Daily""]"
fakespark+1926@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""sports""}","{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""sports""}","[""Weekly""]"
fakespark+2043@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""sports""}","{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""sports""}","[""Monthly""]"
fakespark+1535@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""sports""}","{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""sports""}","[""Flash Sale""]"
fakespark+1877@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""exercise""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""exercise""}","[""Daily""]"
fakespark+494@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""sports""}","{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""sports""}","[""Weekly""]"
fakespark+4564@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US"", ""interests"": ""music""}","{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US"", ""interests"": ""music""}","[""Digest""]"
fakespark+154@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US"", ""interests"": ""movies""}","{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US"", ""interests"": ""movies""}","[""Weekly""]"
fakespark+1910@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Baltimore"", ""country"": ""US"", ""interests"": ""music""}","{""gender"": ""female"", ""city"": ""Baltimore"", ""country"": ""US"", ""interests"": ""music""}","[""Flash Sale""]"
fakespark+554@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""music""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""music""}","[""Weekly""]"
fakespark+3208@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""photography""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""photography""}","[""Monthly""]"
fakespark+4225@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""reading""}","{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""reading""}","[""Flash Sale""]"
fakespark+4615@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan"", ""interests"": ""photography""}","{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan"", ""interests"": ""photography""}","[""Flash Sale""]"
fakespark+1092@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US"", ""interests"": ""photography""}","{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US"", ""interests"": ""photography""}","[""Daily""]"
fakespark+1280@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US"", ""interests"": ""sports""}","{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US"", ""interests"": ""sports""}","[""Flash Sale""]"
fakespark+3438@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""music""}","{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""music""}","[""Weekly""]"
fakespark+3137@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""photography""}","{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""photography""}","[""Daily""]"
fakespark+1429@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan"", ""interests"": ""exercise""}","{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan"", ""interests"": ""exercise""}","[""Digest""]"
fakespark+665@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""photography""}","{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""photography""}","[""Flash Sale""]"
fakespark+343@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US"", ""interests"": ""reading""}","{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US"", ""interests"": ""reading""}","[""Monthly""]"
fakespark+3069@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""photography""}","{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""photography""}","[""Daily""]"
fakespark+1160@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""photography""}","{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""photography""}","[""Flash Sale""]"
fakespark+742@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""reading""}","{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""reading""}","[""Daily""]"
fakespark+575@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""photography""}","{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""photography""}","[""Flash Sale""]"
fakespark+3397@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""programming""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""programming""}","[""Flash Sale""]"
fakespark+1395@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""programming""}","{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""programming""}","[""Monthly""]"
fakespark+1998@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""sports""}","{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""sports""}","[""Monthly""]"
fakespark+3961@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Boston"", ""country"": ""US"", ""interests"": ""movies""}","{""gender"": ""male"", ""city"": ""Boston"", ""country"": ""US"", ""interests"": ""movies""}","[""Weekly""]"
fakespark+2591@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""photography""}","{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia"", ""interests"": ""photography""}","[""Weekly""]"
fakespark+4548@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Seattle"", ""country"": ""US"", ""interests"": ""exercise""}","{""gender"": ""female"", ""city"": ""Seattle"", ""country"": ""US"", ""interests"": ""exercise""}","[""Monthly""]"
fakespark+57@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US"", ""interests"": ""programming""}","{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US"", ""interests"": ""programming""}","[""Daily""]"
fakespark+1696@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""reading""}","{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US"", ""interests"": ""reading""}","[""Weekly""]"
fakespark+1086@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""London"", ""country"": ""England"", ""interests"": ""exercise""}","{""gender"": ""male"", ""city"": ""London"", ""country"": ""England"", ""interests"": ""exercise""}","[""Weekly""]"
fakespark+2844@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""photography""}","{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil"", ""interests"": ""photography""}","[""Digest""]"
fakespark+2635@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan"", ""interests"": ""reading""}","{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan"", ""interests"": ""reading""}","[""Flash Sale""]"
fakespark+1923@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""London"", ""country"": ""England"", ""interests"": ""reading""}","{""gender"": ""female"", ""city"": ""London"", ""country"": ""England"", ""interests"": ""reading""}","[""Weekly""]"
fakespark+3571@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan"", ""interests"": ""music""}","{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan"", ""interests"": ""music""}","[""Digest""]"
fakespark+1517@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""movies""}","{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France"", ""interests"": ""movies""}","[""Daily""]"
