email,name,return_path,metadata,substitution_data,tags
fakespark+502@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Daily""]"
fakespark+387@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","[""Daily""]"
fakespark+1842@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","[""Daily""]"
fakespark+543@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US""}","[""Flash Sale""]"
fakespark+3066@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","[""Weekly""]"
fakespark+2876@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","[""Digest""]"
fakespark+1710@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","[""Flash Sale""]"
fakespark+1284@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","[""Digest""]"
fakespark+3131@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Digest""]"
fakespark+4137@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","[""Daily""]"
fakespark+2804@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","[""Digest""]"
fakespark+1652@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","[""Flash Sale""]"
fakespark+92@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","[""Daily""]"
fakespark+2220@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","[""Flash Sale""]"
fakespark+1615@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","[""Monthly""]"
fakespark+658@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Boston"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Boston"", ""country"": ""US""}","[""Weekly""]"
fakespark+3703@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","[""Weekly""]"
fakespark+1591@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Monthly""]"
fakespark+1228@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","[""Monthly""]"
fakespark+3167@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Flash Sale""]"
fakespark+2461@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","[""Weekly""]"
fakespark+2290@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","[""Monthly""]"
fakespark+2128@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","[""Monthly""]"
fakespark+3489@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","[""Digest""]"
fakespark+120@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US""}","[""Flash Sale""]"
fakespark+878@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","[""Monthly""]"
fakespark+2602@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Boston"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Boston"", ""country"": ""US""}","[""Flash Sale""]"
fakespark+737@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Daily""]"
fakespark+2887@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Flash Sale""]"
fakespark+1786@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","[""Digest""]"
fakespark+2008@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US""}","[""Monthly""]"
fakespark+4550@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","[""Flash Sale""]"
fakespark+2364@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","[""Daily""]"
fakespark+1420@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Flash Sale""]"
fakespark+4363@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Monthly""]"
fakespark+2596@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","[""Digest""]"
fakespark+2530@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US""}","[""Flash Sale""]"
fakespark+959@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","[""Weekly""]"
fakespark+3904@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Digest""]"
fakespark+4219@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Digest""]"
fakespark+1453@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","[""Monthly""]"
fakespark+3614@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","[""Digest""]"
fakespark+1662@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","[""Daily""]"
fakespark+1649@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","[""Weekly""]"
fakespark+2734@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Digest""]"
fakespark+1526@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","[""Weekly""]"
fakespark+2877@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","[""Daily""]"
fakespark+4714@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Digest""]"
fakespark+394@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""female"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Weekly""]"
fakespark+11@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","[""Weekly""]"
fakespark+776@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","[""Digest""]"
fakespark+4019@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","[""Digest""]"
fakespark+1418@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","[""Flash Sale""]"
fakespark+590@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","[""Flash Sale""]"
fakespark+2736@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","[""Digest""]"
fakespark+1166@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","[""Weekly""]"
fakespark+2980@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US""}","[""Flash Sale""]"
fakespark+1874@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","[""Daily""]"
fakespark+2805@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","[""Flash Sale""]"
fakespark+2695@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""New York"", ""country"": ""US""}","[""Flash Sale""]"
fakespark+2103@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","[""Monthly""]"
fakespark+4072@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","[""Daily""]"
fakespark+4596@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","[""Weekly""]"
fakespark+1754@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Digest""]"
fakespark+297@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","[""Daily""]"
fakespark+3627@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","[""Daily""]"
fakespark+535@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","[""Flash Sale""]"
fakespark+2628@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","[""Monthly""]"
fakespark+1034@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Weekly""]"
fakespark+1144@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Boston"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Boston"", ""country"": ""US""}","[""Digest""]"
fakespark+1232@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Daily""]"
fakespark+3428@spin.vinylverb.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Weekly""]"
fakespark+4458@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Seattle"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""Seattle"", ""country"": ""US""}","[""Monthly""]"
fakespark+195@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""female"", ""city"": ""London"", ""country"": ""England""}","[""Flash Sale""]"
fakespark+1922@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","[""Daily""]"
fakespark+4397@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""male"", ""city"": ""Paris"", ""country"": ""France""}","[""Daily""]"
fakespark+4612@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","[""Daily""]"
fakespark+283@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","[""Monthly""]"
fakespark+2816@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Weekly""]"
fakespark+3585@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US""}","[""Flash Sale""]"
fakespark+2438@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Monthly""]"
fakespark+262@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""Boston"", ""country"": ""US""}","[""Daily""]"
fakespark+3979@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Boston"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Boston"", ""country"": ""US""}","[""Digest""]"
fakespark+1080@server.talonphotography.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","[""Flash Sale""]"
fakespark+2673@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","[""Monthly""]"
fakespark+2640@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Seattle"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""Seattle"", ""country"": ""US""}","[""Flash Sale""]"
fakespark+1077@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","{""gender"": ""male"", ""city"": ""London"", ""country"": ""England""}","[""Daily""]"
fakespark+1485@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","{""gender"": ""male"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","[""Flash Sale""]"
fakespark+824@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","{""gender"": ""female"", ""city"": ""Paris"", ""country"": ""France""}","[""Digest""]"
fakespark+3657@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Seattle"", ""country"": ""US""}","[""Daily""]"
fakespark+2783@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","{""gender"": ""male"", ""city"": ""Baltimore"", ""country"": ""US""}","[""Monthly""]"
fakespark+1178@incoming.bloggersofbeer.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""male"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Monthly""]"
bogus+186@ex.hashtagbeerporn.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","{""gender"": ""male"", ""city"": ""Tokyo"", ""country"": ""Japan""}","[""Weekly""]"
fakespark+648@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","{""gender"": ""female"", ""city"": ""Rio de Janeiro"", ""country"": ""Brazil""}","[""Monthly""]"
fakespark+868@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","[""Monthly""]"
fakespark+3734@eastmail.independentbeers.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia""}","{""gender"": ""female"", ""city"": ""Sydney"", ""country"": ""Australia""}","[""Digest""]"
fakespark+1696@mx2.deadboltemail.com,Fake Spark,bounce@sp-send.deadboltemail.com,"{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","{""gender"": ""female"", ""city"": ""New York"", ""country"": ""US""}","[""Weekly""]"
